date,hour,fuel type,percent marginal,co2 rate
2019-01-13,4,Pumped Storage Demand,0.08333333333333334,0
2019-01-13,5,Gas,0.41666666666666663,842
2019-01-13,5,Pumped Storage Demand,0.5833333333333334,0
2019-01-13,6,Gas,1.0,820
2019-01-13,7,Gas,1.0,833
2019-01-13,8,Gas,0.4999999999999999,877
2019-01-13,8,Pumped Storage Demand,0.49999999999999983,0
2019-01-13,9,Gas,1.0,878
2019-01-13,10,Gas,1.0,859
2019-01-13,11,Gas,0.8333333333333333,884
2019-01-13,11,Other,0.16666666666666666,2044
2019-01-13,12,Gas,0.8333333333333334,866
2019-01-13,12,Other,0.16666666666666669,2044
2019-01-13,13,Gas,1.0,852
2019-01-13,14,Gas,1.0,824
2019-01-13,15,Gas,0.9999999999999998,823
2019-01-13,16,Gas,0.6666666666666666,875
2019-01-13,16,Pumped Storage,0.3333333333333333,0
2019-01-13,17,Gas,0.5833333333333333,1267
2019-01-13,17,Pumped Storage,0.41666666666666663,0
2019-01-13,18,Gas,0.6666666666666667,1243
2019-01-13,18,Pumped Storage,0.33333333333333337,0
2019-01-13,19,Gas,0.1666666666666667,805
2019-01-13,19,Pumped Storage,0.8333333333333335,0
2019-01-13,20,Gas,0.45833333333333337,891
2019-01-13,20,Pumped Storage,0.5416666666666666,0
2019-01-13,21,Gas,0.9166666666666667,861
2019-01-13,21,Other,0.08333333333333334,4016
2019-01-13,22,Gas,0.8333333333333334,812
2019-01-13,22,Other,0.16666666666666669,4016
