session_id,reason,hourly_adapter_kept,hourly_slack_h,real_slack_h,charge_h,dwell_h
2_39_79_379_2019-01-04 16:11:08.677111,valid,True,4.0,4.413888888888889,5.917222222222223,10.331111111111111
2_39_138_29_2019-01-04 16:14:47.577728,valid,True,6.0,6.979722222222223,2.1552777777777776,9.135
2_39_95_444_2019-01-04 16:15:17.272653,valid,True,6.0,6.789722222222222,1.4972222222222222,8.286944444444444
2_39_79_380_2019-01-04 16:35:02.002770,valid,True,0.0,0.6327777777777778,8.345277777777778,8.978055555555555
2_39_127_19_2019-01-04 16:36:48.444659,valid,True,3.0,3.4691666666666667,4.654166666666667,8.123333333333333
2_39_88_438_2019-01-04 16:37:03.676575,valid,True,4.0,3.9430555555555555,0.5055555555555555,4.448611111111111
2_39_95_27_2019-01-04 16:47:03.244127,valid,False,,0.0044444444444444444,3.062777777777778,3.067222222222222
2_39_131_30_2019-01-04 17:06:48.135023,valid,True,5.0,6.0841666666666665,2.1355555555555554,8.219722222222222
2_39_90_26_2019-01-04 17:35:00.117359,valid,False,,0.3322222222222222,8.033333333333333,8.365555555555556
2_39_79_377_2019-01-04 17:35:43.612240,valid,True,1.0,1.8566666666666667,5.159722222222222,7.016388888888889
2_39_125_21_2019-01-04 17:40:42.635292,valid,True,5.0,5.691111111111111,2.0019444444444443,7.6930555555555555
2_39_89_25_2019-01-04 17:45:35.513948,valid,True,6.0,5.783333333333333,1.7425,7.525833333333333
2_39_79_382_2019-01-04 17:54:08.537764,valid,True,0.0,0.5913888888888889,7.255,7.846388888888889
2_39_79_378_2019-01-04 17:57:36.702580,valid,True,0.0,0.0011111111111111111,3.7708333333333335,3.7719444444444443
2_39_91_437_2019-01-04 18:02:36.648940,valid,True,6.0,6.989444444444445,0.9027777777777778,7.892222222222222
2_39_79_376_2019-01-04 18:14:31.721163,valid,True,5.0,5.0825,3.9094444444444445,8.991944444444444
2_39_79_383_2019-01-04 18:46:15.864324,valid,True,4.0,4.329444444444444,2.12,6.4494444444444445
2_39_78_365_2019-01-04 18:46:17.526364,valid,True,7.0,7.376666666666667,1.6291666666666667,9.005833333333333
2_39_78_367_2019-01-04 19:15:41.822385,valid,True,0.0,0.11194444444444444,7.683333333333334,7.795277777777778
2_39_124_22_2019-01-04 19:40:44.190316,valid,False,,0.001388888888888889,1.2302777777777778,1.2316666666666667
2_39_139_28_2019-01-04 21:01:36.812785,valid,False,,0.07138888888888889,0.7102777777777778,0.7816666666666666
2_39_78_363_2019-01-04 21:16:49.838192,valid,True,1.0,1.1197222222222223,2.686111111111111,3.805833333333333
2_39_78_364_2019-01-04 21:33:42.635831,valid,False,,0.003611111111111111,3.413611111111111,3.417222222222222
2_39_95_27_2019-01-04 21:39:50.663929,valid,True,2.0,2.5180555555555557,2.0652777777777778,4.583333333333333
2_39_130_31_2019-01-04 22:01:38.589683,valid,False,,0.01972222222222222,2.1222222222222222,2.1419444444444444
2_39_89_25_2019-01-05 06:38:52.714347,valid,True,7.0,7.467777777777778,6.4025,13.870277777777778
2_39_139_28_2019-01-05 08:05:17.464457,valid,False,,0.03194444444444444,0.6402777777777777,0.6722222222222223
2_39_139_28_2019-01-05 15:51:36.017459,valid,True,0.0,0.0008333333333333334,1.7155555555555555,1.716388888888889
